0.0,10.3055
3.0,10.3055
6.0,10.3055
9.0,10.3055
12.0,10.3055
15.0,10.3055
18.0,10.3055
21.0,10.3055
24.0,10.3055
27.0,10.3055
30.0,10.3055
33.0,10.3055
36.0,10.3055
39.0,10.3055
42.0,10.3055
45.0,10.3055
48.0,10.3055
51.0,10.3055
54.0,2.6045
57.0,2.5552
60.0,2.5458
63.0,2.7927
66.0,2.8551
69.0,2.9358
72.0,3.0849
75.0,3.1849
78.0,3.2937
81.0,3.3928
84.0,3.5131
87.0,3.6345
90.0,3.7753
93.0,3.8938
96.0,4.0144
99.0,4.0636
102.0,4.223
105.0,4.2236
108.0,4.2634
111.0,4.4641
114.0,4.5635
117.0,4.7339
120.0,4.7842
123.0,4.8345
126.0,5.0243
129.0,5.1441
132.0,5.2245
135.0,5.215
138.0,5.4748
141.0,5.4844
144.0,5.5735
147.0,5.7646
150.0,5.9033
153.0,5.8159
156.0,6.1345
159.0,6.1937
162.0,6.2352
165.0,6.2843
168.0,6.4236
171.0,6.4542
174.0,6.7943
177.0,6.8043
180.0,6.7935
183.0,6.8352
186.0,6.9849
189.0,7.1045
192.0,7.1734
195.0,7.2742
198.0,7.3431
201.0,7.4945
204.0,7.4651
207.0,7.6431
210.0,7.7537
213.0,7.7545
216.0,7.8432
219.0,8.0041
222.0,8.1241
225.0,8.0447
228.0,8.2947
231.0,8.3956
234.0,8.4156
237.0,8.4534
240.0,8.6247
243.0,8.7243
246.0,8.7744
249.0,8.9437
252.0,8.9037
255.0,8.9515
258.0,9.1239
261.0,9.223
264.0,9.236
267.0,9.4059
270.0,9.5502
273.0,9.5337
276.0,9.6849
279.0,9.6469
282.0,9.7885
285.0,9.8683
288.0,9.9483
291.0,9.9921
294.0,10.0652
297.0,10.1062
300.0,10.1062
