0.0,0.0046
3.0,0.0046
7.0,0.0046
10.0,0.0046
13.0,0.0046
17.0,0.0046
20.0,0.0046
23.0,0.0046
27.0,0.0046
30.0,0.0046
33.0,0.0046
37.0,0.0046
40.0,0.0046
43.0,0.0045
47.0,0.0048
50.0,0.0052
53.0,0.0056
57.0,0.0052
60.0,0.0058
63.0,0.0052
67.0,0.0044
70.0,0.0053
73.0,0.0046
77.0,0.005
80.0,0.0045
83.0,0.0048
87.0,0.0067
90.0,0.0045
93.0,0.0046
97.0,0.0066
100.0,0.0051
103.0,0.0044
107.0,0.0044
110.0,0.0046
113.0,0.0051
117.0,0.0054
120.0,0.0046
123.0,0.0064
127.0,0.0044
130.0,0.0044
133.0,0.0045
137.0,0.0055
140.0,0.0046
143.0,0.0044
147.0,0.0045
150.0,0.005
153.0,0.0052
157.0,0.0062
160.0,0.0045
163.0,0.006
167.0,0.0057
170.0,0.0051
173.0,0.0043
177.0,0.0051
180.0,0.0053
183.0,0.0069
187.0,0.0054
190.0,0.0048
193.0,0.0066
197.0,0.0074
200.0,0.0052
203.0,0.0054
207.0,0.007
210.0,0.0066
213.0,0.0071
217.0,0.0088
220.0,0.0142
223.0,0.0172
227.0,0.0209
230.0,0.0274
233.0,0.0325
237.0,0.0387
240.0,0.0458
243.0,0.0488
247.0,0.0532
250.0,0.0602
253.0,0.0634
257.0,0.0696
260.0,0.0749
263.0,0.0832
267.0,0.0834
270.0,0.0893
273.0,0.0929
277.0,0.0992
280.0,0.1042
283.0,0.1074
287.0,0.1147
290.0,0.1188
293.0,0.1228
297.0,0.1254
300.0,0.1344
