0.0,0.007
3.0,0.007
7.0,0.007
10.0,0.007
13.0,0.007
17.0,0.007
20.0,0.007
23.0,0.007
27.0,0.007
30.0,0.007
33.0,0.007
37.0,0.007
40.0,0.007
43.0,0.007
47.0,0.008
50.0,0.008
53.0,0.007
57.0,0.007
60.0,0.006
63.0,0.007
67.0,0.008
70.0,0.008
73.0,0.006
77.0,0.007
80.0,0.007
83.0,0.006
87.0,0.006
90.0,0.007
93.0,0.007
97.0,0.007
100.0,0.007
103.0,0.007
107.0,0.006
110.0,0.007
113.0,0.008
117.0,0.007
120.0,0.007
123.0,0.007
127.0,0.007
130.0,0.008
133.0,0.007
137.0,0.007
140.0,0.008
143.0,0.007
147.0,0.007
150.0,0.007
153.0,0.006
157.0,0.007
160.0,0.008
163.0,0.009
167.0,0.015
170.0,0.026
173.0,0.031
177.0,0.037
180.0,0.052
183.0,0.056
187.0,0.064
190.0,0.077
193.0,0.084
197.0,0.095
200.0,0.105
203.0,0.111
207.0,0.117
210.0,0.131
213.0,0.14
217.0,0.144
220.0,0.155
223.0,0.162
227.0,0.17
230.0,0.181
233.0,0.187
237.0,0.194
240.0,0.203
243.0,0.21
247.0,0.217
250.0,0.227
253.0,0.232
257.0,0.24
260.0,0.247
263.0,0.253
267.0,0.262
270.0,0.27
273.0,0.273
277.0,0.281
280.0,0.29
283.0,0.294
287.0,0.302
290.0,0.311
293.0,0.316
297.0,0.32
300.0,0.328
