0.0,0.015
5.0,0.015
10.0,0.015
15.0,0.015
20.0,0.015
25.0,0.015
30.0,0.015
35.0,0.015
40.0,0.01
45.0,0.015
50.0,0.011
55.0,0.011
60.0,0.013
65.0,0.01
70.0,0.009
75.0,0.009
80.0,0.01
85.0,0.01
90.0,0.011
95.0,0.011
100.0,0.01
105.0,0.009
110.0,0.013
115.0,0.01
120.0,0.013
125.0,0.014
130.0,0.01
135.0,0.01
140.0,0.011
145.0,0.01
150.0,0.014
155.0,0.009
160.0,0.01
165.0,0.013
170.0,0.012
175.0,0.011
180.0,0.012
185.0,0.012
190.0,0.011
195.0,0.012
200.0,0.016
205.0,0.026
210.0,0.036
215.0,0.04
220.0,0.051
225.0,0.063
230.0,0.075
235.0,0.079
240.0,0.085
245.0,0.095
250.0,0.102
255.0,0.112
260.0,0.119
265.0,0.132
270.0,0.133
275.0,0.14
280.0,0.149
285.0,0.159
290.0,0.165
295.0,0.169
300.0,0.183
305.0,0.185
310.0,0.194
315.0,0.199
320.0,0.209
325.0,0.214
330.0,0.225
335.0,0.227
340.0,0.235
345.0,0.238
350.0,0.248
355.0,0.248
360.0,0.26
365.0,0.268
370.0,0.273
375.0,0.278
380.0,0.289
385.0,0.291
390.0,0.3
395.0,0.314
400.0,0.314
405.0,0.315
410.0,0.325
415.0,0.33
420.0,0.339
425.0,0.344
430.0,0.348
435.0,0.355
440.0,0.36
445.0,0.37
450.0,0.374
455.0,0.383
460.0,0.39
465.0,0.398
470.0,0.404
475.0,0.411
480.0,0.42
485.0,0.424
490.0,0.431
495.0,0.437
500.0,0.445
