0.0,-1.9644
1.0,-1.9644
2.0,-1.9644
3.0,-1.9644
4.0,-1.9644
5.0,-1.9644
6.0,-1.9644
7.0,-1.9644
8.0,-1.9694
9.0,-1.9709
10.0,-1.9669
11.0,-1.9745
12.0,-1.9744
13.0,-1.9711
14.0,-1.9679
15.0,-1.9705
16.0,-1.9678
17.0,-1.969
18.0,-1.9697
19.0,-1.9723
20.0,-1.9664
21.0,-1.9694
22.0,-1.9699
23.0,-1.968
24.0,-1.9716
25.0,-1.9719
26.0,-1.9681
27.0,-1.9664
28.0,-1.9629
29.0,-1.9723
30.0,-1.9678
31.0,-1.9693
32.0,-1.9652
33.0,-1.9699
34.0,-1.9616
35.0,-1.9693
36.0,-1.971
37.0,-1.9672
38.0,-1.966
39.0,-1.969
40.0,-1.9706
41.0,-1.9683
42.0,-1.9705
43.0,-1.964
44.0,-1.9684
45.0,-1.9715
46.0,-1.9634
47.0,-1.9665
48.0,-1.9682
49.0,-1.9676
50.0,-1.9678
51.0,-1.9686
52.0,-1.9673
53.0,-1.9668
54.0,-1.9703
55.0,-1.9708
56.0,-1.9687
57.0,-1.9691
58.0,-1.9689
59.0,-1.969
60.0,-1.9675
61.0,-1.9647
62.0,-1.9685
63.0,-1.9668
64.0,-1.9688
65.0,-1.965
66.0,-1.9673
67.0,-1.9674
68.0,-1.9643
69.0,-1.9643
70.0,-1.9673
71.0,-1.9637
72.0,-1.9638
73.0,-1.9688
74.0,-1.9684
75.0,-1.9657
76.0,-1.9675
77.0,-1.9667
78.0,-1.9663
79.0,-1.9662
80.0,-1.9577
81.0,-1.9683
82.0,-1.9658
83.0,-1.9646
84.0,-1.967
85.0,-1.9686
86.0,-1.968
87.0,-1.9676
88.0,-1.9614
89.0,-1.9605
90.0,-1.9623
91.0,-1.959
92.0,-1.961
93.0,-1.9681
94.0,-1.9624
95.0,-1.9643
96.0,-1.9671
97.0,-1.9637
98.0,-1.9651
99.0,-1.9646
100.0,-1.9563
101.0,-1.9611
102.0,-1.9648
103.0,-1.9642
104.0,-1.9646
105.0,-1.9657
106.0,-1.9625
107.0,-1.9651
108.0,-1.9628
109.0,-1.9603
110.0,-1.9622
111.0,-1.9579
112.0,-1.9594
113.0,-1.9586
114.0,-1.9602
115.0,-1.9536
116.0,-1.9666
117.0,-1.9622
118.0,-1.964
119.0,-1.963
120.0,-1.9652
121.0,-1.9607
122.0,-1.961
123.0,-1.9625
124.0,-1.9609
125.0,-1.9606
126.0,-1.9581
127.0,-1.962
128.0,-1.9635
129.0,-1.965
130.0,-1.9628
131.0,-1.9594
132.0,-1.9578
133.0,-1.9586
134.0,-1.9576
135.0,-1.9581
136.0,-1.9551
137.0,-1.9571
138.0,-1.9584
139.0,-1.9562
140.0,-1.9609
141.0,-1.9583
142.0,-1.9608
143.0,-1.9615
144.0,-1.9573
145.0,-1.9567
146.0,-1.9603
147.0,-1.9624
148.0,-1.9557
149.0,-1.9594
150.0,-1.9615
