0.0,0.009
5.0,0.009
10.0,0.009
15.0,0.009
20.0,0.009
25.0,0.009
30.0,0.009
35.0,0.009
40.0,0.01
45.0,0.01
50.0,0.01
55.0,0.011
60.0,0.009
65.0,0.013
70.0,0.013
75.0,0.01
80.0,0.01
85.0,0.011
90.0,0.012
95.0,0.01
100.0,0.013
105.0,0.009
110.0,0.012
115.0,0.011
120.0,0.01
125.0,0.01
130.0,0.01
135.0,0.013
140.0,0.011
145.0,0.009
150.0,0.013
155.0,0.011
160.0,0.011
165.0,0.012
170.0,0.013
175.0,0.01
180.0,0.01
185.0,0.009
190.0,0.008
195.0,0.011
200.0,0.011
205.0,0.013
210.0,0.01
215.0,0.012
220.0,0.014
225.0,0.026
230.0,0.032
235.0,0.039
240.0,0.05
245.0,0.053
250.0,0.066
255.0,0.075
260.0,0.08
265.0,0.087
270.0,0.096
275.0,0.105
280.0,0.116
285.0,0.117
290.0,0.132
295.0,0.138
300.0,0.143
305.0,0.153
310.0,0.158
315.0,0.166
320.0,0.171
325.0,0.185
330.0,0.184
335.0,0.198
340.0,0.202
345.0,0.211
350.0,0.214
355.0,0.222
360.0,0.23
365.0,0.238
370.0,0.243
375.0,0.251
380.0,0.263
385.0,0.26
390.0,0.271
395.0,0.276
400.0,0.283
405.0,0.296
410.0,0.295
415.0,0.307
420.0,0.314
425.0,0.321
430.0,0.326
435.0,0.33
440.0,0.344
445.0,0.344
450.0,0.353
455.0,0.362
460.0,0.37
465.0,0.376
470.0,0.383
475.0,0.391
480.0,0.397
485.0,0.403
490.0,0.412
495.0,0.423
500.0,0.43
