0.0,0.007
4.0,0.007
8.0,0.007
12.0,0.007
16.0,0.007
20.0,0.007
24.0,0.007
28.0,0.007
32.0,0.007
36.0,0.007
40.0,0.007
44.0,0.008
48.0,0.006
52.0,0.007
56.0,0.005
60.0,0.007
64.0,0.008
68.0,0.006
72.0,0.008
76.0,0.007
80.0,0.006
84.0,0.007
88.0,0.007
92.0,0.007
96.0,0.007
100.0,0.007
104.0,0.008
108.0,0.006
112.0,0.007
116.0,0.007
120.0,0.006
124.0,0.007
128.0,0.007
132.0,0.007
136.0,0.006
140.0,0.008
144.0,0.007
148.0,0.007
152.0,0.006
156.0,0.008
160.0,0.008
164.0,0.007
168.0,0.007
172.0,0.008
176.0,0.007
180.0,0.007
184.0,0.007
188.0,0.007
192.0,0.007
196.0,0.008
200.0,0.006
204.0,0.006
208.0,0.007
212.0,0.008
216.0,0.008
220.0,0.006
224.0,0.007
228.0,0.006
232.0,0.007
236.0,0.007
240.0,0.008
244.0,0.008
248.0,0.007
252.0,0.007
256.0,0.01
260.0,0.016
264.0,0.022
268.0,0.031
272.0,0.038
276.0,0.04
280.0,0.046
284.0,0.051
288.0,0.059
292.0,0.063
296.0,0.07
300.0,0.077
304.0,0.082
308.0,0.087
312.0,0.092
316.0,0.098
320.0,0.103
324.0,0.109
328.0,0.114
332.0,0.124
336.0,0.125
340.0,0.129
344.0,0.136
348.0,0.142
352.0,0.146
356.0,0.151
360.0,0.155
364.0,0.163
368.0,0.168
372.0,0.17
376.0,0.179
380.0,0.183
384.0,0.189
388.0,0.194
392.0,0.198
396.0,0.207
400.0,0.211
